6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
12350_10.txt: { positive score: 12, negative score: 10.5 }, classification: positive, correct: pos
5023_7.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: pos
4270_10.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: pos
6418_8.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: pos
6687_9.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: pos
8526_7.txt: { positive score: 18, negative score: 22.75 }, classification: negative, correct: pos
6090_10.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: pos
3361_10.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: pos
1811_9.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: pos
5912_10.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: pos
8360_7.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: pos
4704_9.txt: { positive score: 14, negative score: 14.0 }, classification: negative, correct: pos
11658_8.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: pos
6211_8.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: pos
8075_9.txt: { positive score: 20, negative score: 26.25 }, classification: negative, correct: pos
2459_9.txt: { positive score: 18, negative score: 22.75 }, classification: negative, correct: pos
8018_10.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: pos
1435_10.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: pos
4386_9.txt: { positive score: 18, negative score: 15.75 }, classification: positive, correct: pos
1299_9.txt: { positive score: 23, negative score: 28.0 }, classification: negative, correct: pos
6356_9.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: pos
1167_10.txt: { positive score: 11, negative score: 3.5 }, classification: positive, correct: pos
1648_9.txt: { positive score: 12, negative score: 7.0 }, classification: positive, correct: pos
5750_8.txt: { positive score: 10, negative score: 7.0 }, classification: positive, correct: pos
11532_8.txt: { positive score: 8, negative score: 3.5 }, classification: positive, correct: pos
10929_7.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: pos
1533_10.txt: { positive score: 16, negative score: 14.0 }, classification: positive, correct: pos
10247_10.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: pos
2043_7.txt: { positive score: 12, negative score: 3.5 }, classification: positive, correct: pos
2141_7.txt: { positive score: 44, negative score: 42.0 }, classification: positive, correct: pos
2625_10.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: pos
10800_8.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: pos
4247_8.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: pos
11395_10.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: pos
1912_8.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: pos
6_7.txt: { positive score: 8, negative score: 8.75 }, classification: negative, correct: pos
11299_7.txt: { positive score: 21, negative score: 26.25 }, classification: negative, correct: pos
6745_7.txt: { positive score: 26, negative score: 35.0 }, classification: negative, correct: pos
4623_10.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: pos
5439_8.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
2763_7.txt: { positive score: 21, negative score: 7.0 }, classification: positive, correct: pos
10362_7.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: pos
12223_7.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: pos
3214_10.txt: { positive score: 12, negative score: 0 }, classification: positive, correct: pos
8795_10.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: pos
11832_10.txt: { positive score: 13, negative score: 0 }, classification: positive, correct: pos
7837_9.txt: { positive score: 10, negative score: 1.75 }, classification: positive, correct: pos
1666_9.txt: { positive score: 15, negative score: 17.5 }, classification: negative, correct: pos
1598_10.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: pos
8021_9.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: pos
7513_10.txt: { positive score: 26, negative score: 24.5 }, classification: positive, correct: pos
7723_8.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: pos
3056_9.txt: { positive score: 12, negative score: 24.5 }, classification: negative, correct: pos
2372_10.txt: { positive score: 25, negative score: 14.0 }, classification: positive, correct: pos
3945_7.txt: { positive score: 36, negative score: 28.0 }, classification: positive, correct: pos
9445_10.txt: { positive score: 16, negative score: 8.75 }, classification: positive, correct: pos
12217_9.txt: { positive score: 17, negative score: 17.5 }, classification: negative, correct: pos
2654_7.txt: { positive score: 37, negative score: 35.0 }, classification: positive, correct: pos
11743_9.txt: { positive score: 12, negative score: 1.75 }, classification: positive, correct: pos
10158_9.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: pos
11180_10.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
5650_10.txt: { positive score: 25, negative score: 31.5 }, classification: negative, correct: pos
11202_10.txt: { positive score: 12, negative score: 10.5 }, classification: positive, correct: pos
7267_8.txt: { positive score: 14, negative score: 10.5 }, classification: positive, correct: pos
6901_8.txt: { positive score: 24, negative score: 26.25 }, classification: negative, correct: pos
98_9.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: pos
10347_10.txt: { positive score: 20, negative score: 17.5 }, classification: positive, correct: pos
1662_7.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: pos
12044_10.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: pos
6785_7.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: pos
8420_9.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: pos
3823_10.txt: { positive score: 53, negative score: 63.0 }, classification: negative, correct: pos
2150_9.txt: { positive score: 7, negative score: 0 }, classification: positive, correct: pos
2724_7.txt: { positive score: 29, negative score: 29.75 }, classification: negative, correct: pos
7560_10.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
5539_7.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: pos
5847_7.txt: { positive score: 14, negative score: 12.25 }, classification: positive, correct: pos
6877_7.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: pos
10058_8.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
4986_9.txt: { positive score: 9, negative score: 1.75 }, classification: positive, correct: pos
1475_7.txt: { positive score: 22, negative score: 14.0 }, classification: positive, correct: pos
5445_9.txt: { positive score: 8, negative score: 3.5 }, classification: positive, correct: pos
7194_9.txt: { positive score: 22, negative score: 17.5 }, classification: positive, correct: pos
8077_7.txt: { positive score: 32, negative score: 38.5 }, classification: negative, correct: pos
434_8.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: pos
172_7.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: pos
6004_8.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: pos
319_10.txt: { positive score: 21, negative score: 17.5 }, classification: positive, correct: pos
12060_10.txt: { positive score: 20, negative score: 8.75 }, classification: positive, correct: pos
1175_8.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: pos
5453_8.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: pos
646_9.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
219_8.txt: { positive score: 26, negative score: 38.5 }, classification: negative, correct: pos
1059_10.txt: { positive score: 13, negative score: 7.0 }, classification: positive, correct: pos
11713_9.txt: { positive score: 17, negative score: 7.0 }, classification: positive, correct: pos
2942_10.txt: { positive score: 16, negative score: 0 }, classification: positive, correct: pos
8772_8.txt: { positive score: 18, negative score: 17.5 }, classification: positive, correct: pos
2284_9.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: pos
8908_10.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: pos
6310_10.txt: { positive score: 17, negative score: 22.75 }, classification: negative, correct: pos
6311_9.txt: { positive score: 13, negative score: 0 }, classification: positive, correct: pos
10900_7.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: pos
3997_9.txt: { positive score: 17, negative score: 0 }, classification: positive, correct: pos
3125_7.txt: { positive score: 26, negative score: 29.75 }, classification: negative, correct: pos
11222_10.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: pos
